Provider Number,Hospital Name,State,ZIP Code,County Name,heart attack,heart failure,Pneumonia
320018,MEMORIAL MEDICAL CENTER INC,NM,88011,DONA ANA,15.6,12.7,11
320021,PRESBYTERIAN HOSPITAL,NM,87106,BERNALILLO,15.7,11,12.6
320022,PLAINS REGIONAL MEDICAL CENTER  CLOVIS,NM,88101,CURRY,16,14,14
320030,ARTESIA GENERAL HOSPITAL,NM,88210,EDDY,Not Available,10.7,10.2
320033,LOS ALAMOS MEDICAL CENTER,NM,87544,LOS ALAMOS,Not Available,11.2,12.5
320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH SER,NM,87301,MCKINLEY,Not Available,10.9,10.4
320057,SANTA FE PHS INDIAN HOSPITAL,NM,87501,SANTA FE,Not Available,Not Available,Not Available
320058,MESCALERO PHS INDIAN HOSPITAL,NM,88340,OTERO,Not Available,Not Available,Not Available
320059,NORTHERN NAVAJO MEDICAL CENTER,NM,87420,SAN JUAN,Not Available,11.1,11.7
320060,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,NM,87327,MCKINLEY,Not Available,Not Available,11.7
320061,GALLUP INDIAN MEDICAL CENTER,NM,87301,MCKINLEY,Not Available,11.4,11.2
320062,CROWNPOINT HEALTHCARE FACILITY,NM,87313,MCKINLEY,Not Available,Not Available,10.4
320063,CARLSBAD MEDICAL CENTER,NM,88220,EDDY,15.3,10.8,12.7
320065,LEA REGIONAL MEDICAL CENTER,NM,88240,LEA,16.6,12.2,12.4
320067,GUADALUPE COUNTY HOSPITAL,NM,88435,GUADALUPE,Not Available,Not Available,Not Available
320070,DHHS USPHS INDIAN HEALTH SERVICES,NM,87049,CIBOLA,Not Available,Not Available,Not Available
320074,LOVELACE WESTSIDE HOSPITAL,NM,87124,SANDOVAL,Not Available,11.4,9.5
320084,ROOSEVELT GENERAL HOSPITAL,NM,88130,ROOSEVELT,Not Available,14.6,13.7
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,NM,88011,DONA ANA,19,15,14.6
320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,NM,88201,CHAVES,Not Available,9.1,13.2
321300,SIERRA VISTA HOSPITAL,NM,87901,SIERRA,Not Available,13,13.1
321301,SOCORRO GENERAL HOSPITAL,NM,87801,SOCORRO,Not Available,10.6,13.6
321302,DR DAN C TRIGG MEMORIAL HOSPITAL,NM,88401,QUAY,Not Available,Not Available,13
321304,UNION COUNTY GENERAL HOSPITAL,NM,88415,UNION,Not Available,Not Available,12.1
321305,NOR LEA GENERAL HOSPITAL,NM,88260,LEA,Not Available,10.8,12
321306,LINCOLN COUNTY MEDICAL CENTER,NM,88345,LINCOLN,Not Available,11.4,14.2
321307,MINERS' COLFAX MEDICAL CENTER,NM,87740,COLFAX,16.4,9.8,11.1
321308,CIBOLA GENERAL HOSPITAL,NM,87020,CIBOLA,Not Available,13.4,13.6
330002,PENINSULA HOSPITAL CENTER,NY,11691,QUEENS,14.5,12.4,10.3
330003,ALBANY MEMORIAL HOSPITAL,NY,12204,ALBANY,16.8,15.4,12.5
330004,KINGSTON HOSPITAL,NY,12401,ULSTER,15.4,12.9,12.2
330005,KALEIDA HEALTH,NY,14210,ERIE,14,11.9,12.5
330006,ST JOSEPH'S MEDICAL CENTER,NY,10701,WESTCHESTER,14.2,10.9,10.9
330008,WYOMING COUNTY COMMUNITY HOSPITAL,NY,14569,WYOMING,15.5,11.5,14
330009,BRONX-LEBANON HOSPITAL CENTER,NY,10456,BRONX,14.7,10.3,10.5
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",NY,13905,BROOME,14.8,13.1,13.9
330013,ALBANY MEDICAL CENTER HOSPITAL,NY,12208,ALBANY,14.3,10.7,10
330014,JAMAICA HOSPITAL MEDICAL CENTER,NY,11418,QUEENS,14.8,12,12.9
330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",NY,11229,KINGS,15.6,10.3,11.9
330023,VASSAR BROTHERS MEDICAL CENTER,NY,12601,DUTCHESS,13.2,10.7,12.1
330024,MOUNT SINAI HOSPITAL,NY,10029,NEW YORK,13.9,9.2,9.2
330027,NASSAU UNIVERSITY MEDICAL CENTER,NY,11554,NASSAU,17.8,14.3,14.9
330028,RICHMOND UNIVERSITY MEDICAL CENTER,NY,10304,RICHMOND,15.6,10.9,13.5
330029,SHEEHAN MEMORIAL HOSPITAL,NY,14203,ERIE,Not Available,Not Available,Not Available
330030,NEWARK-WAYNE COMMUNITY HOSPITAL,NY,14513,WAYNE,14,12.7,13.6
330033,"CHENANGO MEMORIAL HOSPITAL, INC",NY,13815,CHENANGO,16,10.9,13
330037,LAKESIDE MEMORIAL HOSPITAL,NY,14420,MONROE,15.5,12.2,11.4
330043,SOUTHSIDE HOSPITAL,NY,11706,SUFFOLK,13.6,12.8,13.5
330044,FAXTON-ST LUKE'S HEALTHCARE,NY,13503,ONEIDA,17,12.6,12
330045,HUNTINGTON HOSPITAL,NY,11743,SUFFOLK,16,10.8,11.2
330046,ST LUKE'S ROOSEVELT HOSPITAL,NY,10025,NEW YORK,13.2,10.4,10.9
330047,ST MARY'S HOSPITAL AT AMSTERDAM,NY,12010,MONTGOMERY,14.2,10.6,13.3
330049,NORTHERN DUTCHESS HOSPITAL,NY,12572,DUTCHESS,13.8,11.8,10.9
330053,MEDINA MEMORIAL HOSPITAL,NY,14103,ORLEANS,16.1,14.4,12.5
330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,NY,11355,QUEENS,14.2,11.2,13
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,NY,11201,KINGS,16.9,10.8,13.7
330057,ST PETER'S HOSPITAL,NY,12208,ALBANY,14.6,11.3,9.2
330058,GENEVA GENERAL HOSPITAL,NY,14456,ONTARIO,17.6,15.1,13.5
330059,MONTEFIORE MEDICAL CENTER,NY,10467,BRONX,13.5,9.4,10.6
330061,LAWRENCE HOSPITAL CENTER,NY,10708,WESTCHESTER,13.3,11.6,14.4
330064,NEW YORK DOWNTOWN HOSPITAL,NY,10038,NEW YORK,15.5,11.5,14.8
330065,NIAGARA FALLS MEMORIAL MEDICAL CENTER,NY,14302,NIAGARA,17.4,13.1,10.1
330067,ST FRANCIS HOSPITAL,NY,12601,DUTCHESS,14.5,11.1,11.8
330073,UNITED MEMORIAL MEDICAL CENTER,NY,14020,GENESEE,16.6,14.3,12.2
330074,F F THOMPSON HOSPITAL,NY,14424,ONTARIO,18.8,12.9,13.9
330078,SISTERS OF CHARITY HOSPITAL,NY,14214,ERIE,15.2,9.9,9.5
330079,ADIRONDACK MEDICAL CENTER,NY,12983,FRANKLIN,15.5,10.8,10.9
330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,NY,10451,BRONX,18.1,10,15
330084,ALICE HYDE MEDICAL CENTER,NY,12953,FRANKLIN,14.5,12.9,13.1
330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,NY,13820,OTSEGO,16.1,12.3,12.8
330086,MOUNT VERNON HOSPITAL,NY,10550,WESTCHESTER,14.4,12,12.2
330088,EASTERN LONG ISLAND HOSPITAL,NY,11944,SUFFOLK,14.3,11.1,12.2
330090,ARNOT OGDEN MEDICAL CENTER,NY,14905,CHEMUNG,12.8,14.2,11.1
330094,COLUMBIA MEMORIAL HOSPITAL,NY,12534,COLUMBIA,15.1,12.6,11.4
330096,JONES MEMORIAL HOSPITAL,NY,14895,ALLEGANY,15.8,12.8,14.2
330100,NY EYE AND EAR INFIRMARY,NY,10003,NEW YORK,Not Available,Not Available,Not Available
330101,NEW YORK-PRESBYTERIAN HOSPITAL,NY,10021,NEW YORK,11.4,8,8.1
330102,KENMORE MERCY HOSPITAL,NY,14217,ERIE,14.9,11,13.7
330103,OLEAN GENERAL HOSPITAL,NY,14760,CATTARAUGUS,16.6,10.3,10.8
330104,NYACK HOSPITAL,NY,10960,ROCKLAND,14,11.4,12.4
330106,NORTH SHORE UNIVERSITY HOSPITAL,NY,11030,NASSAU,12.5,13.2,10.4
330107,PECONIC BAY MEDICAL CENTER,NY,11901,SUFFOLK,15.2,11.6,12.7
330108,"ST JOSEPH'S HOSPITAL, INC",NY,14902,CHEMUNG,15,10.3,11.3
330111,BERTRAND CHAFFEE HOSPITAL,NY,14141,ERIE,Not Available,11.4,12
330115,ONEIDA HEALTHCARE CENTER,NY,13421,MADISON,Not Available,14.6,16
330119,LENOX HILL HOSPITAL,NY,10021,NEW YORK,12.7,8.1,11.6
33011F,BATH VA MEDICAL CENTER,NY,14810,STEUBEN,Not Available,13.1,11.7
330125,ROCHESTER GENERAL HOSPITAL,NY,14621,MONROE,12.8,10,11.4
330126,ORANGE REGIONAL MEDICAL CENTER,NY,10940,ORANGE,12.9,9.9,11.5
330127,JACOBI MEDICAL CENTER,NY,10461,BRONX,16.8,9.6,11.8
330128,ELMHURST HOSPITAL CENTER,NY,11373,QUEENS,17.5,14.2,11.4
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),NY,14215,ERIE,15,12.1,13.7
330132,TLC HEALTH NETWORK,NY,14070,CATTARAUGUS,Not Available,13.1,14.8
330135,BON SECOURS COMMUNITY HOSPITAL,NY,12771,ORANGE,13.4,10.4,9.9
330136,MARY IMOGENE BASSETT HOSPITAL,NY,13326,OTSEGO,16.5,12.5,11.3
33013F,CANANDAIGUA VA MEDICAL CENTER,NY,14424,ONTARIO,Not Available,Not Available,Not Available
330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,13203,ONONDAGA,13.5,12.2,10.1
330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,NY,11772,SUFFOLK,16,10,11.1
330144,"IRA DAVENPORT MEMORIAL HOSPITAL, INC",NY,14810,STEUBEN,Not Available,11.9,13.4
330151,ST JAMES MERCY HOSPITAL,NY,14843,STEUBEN,15.4,12,11.5
330153,ELLIS HOSPITAL,NY,12308,SCHENECTADY,16.2,11.8,12.8
330157,SAMARITAN MEDICAL CENTER,NY,13601,JEFFERSON,16.5,12.4,12.2
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,NY,10901,ROCKLAND,14.8,9.4,10.5
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,NY,10548,WESTCHESTER,Not Available,9,11
330160,STATEN ISLAND UNIVERSITY HOSPITAL,NY,10305,RICHMOND,15.8,9.9,12.7
330162,NORTHERN WESTCHESTER HOSPITAL,NY,10549,WESTCHESTER,14.1,11,9.2
330163,EASTERN NIAGARA HOSPITAL,NY,14094,NIAGARA,14.1,12.1,14.1
330164,HIGHLAND HOSPITAL,NY,14620,MONROE,17.5,14.8,14.1
330166,"WESTFIELD MEMORIAL HOSPITAL, INC",NY,14787,CHAUTAUQUA,Not Available,Not Available,Not Available
330167,WINTHROP-UNIVERSITY HOSPITAL,NY,11501,NASSAU,14.3,11.2,12.3
330169,BETH ISRAEL MEDICAL CENTER,NY,10003,NEW YORK,16,10.6,11.2
330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",NY,13045,CORTLAND,15.7,10.4,10.1
330177,EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR,NY,13642,SAINT LAWRENCE,Not Available,11.6,12
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,NY,10010,NEW YORK,13.7,7.5,11.8
330180,SAMARITAN HOSPITAL,NY,12180,RENSSELAER,16.7,11.8,11.5
330181,GLEN COVE HOSPITAL,NY,11542,NASSAU,14.3,12.5,11.2
330182,"ST FRANCIS HOSPITAL, ROSLYN",NY,11576,NASSAU,11.4,10,10.8
330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,NY,10802,WESTCHESTER,14.5,13.1,12.2
330185,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NY,11777,SUFFOLK,12.6,10.9,10
330188,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,NY,14092,NIAGARA,15.9,10,11.9
330191,GLENS FALLS HOSPITAL,NY,12801,WARREN,14.5,9.9,10.4
330193,FLUSHING HOSPITAL MEDICAL CENTER,NY,11355,QUEENS,16.2,12.5,15.9
330194,MAIMONIDES MEDICAL CENTER,NY,11219,KINGS,11,7.5,7.4
330195,LONG ISLAND JEWISH MEDICAL CENTER,NY,11040,NASSAU,16.4,11.5,12.4
330196,CONEY ISLAND HOSPITAL,NY,11235,KINGS,13.1,10.2,10.1
330197,CANTON-POTSDAM HOSPITAL,NY,13676,SAINT LAWRENCE,16.8,12.1,10.5
330198,SOUTH NASSAU COMMUNITIES HOSPITAL,NY,11572,NASSAU,14,10.6,11.8
330199,METROPOLITAN HOSPITAL CENTER,NY,10029,NEW YORK,13.3,10.3,12.4
33019F,NORTHPORT VA MEDICAL CENTER,NY,11768,SUFFOLK,16,10.9,12.2
330201,KINGSBROOK JEWISH MEDICAL CENTER,NY,11203,KINGS,14.7,7,10.3
330202,KINGS COUNTY HOSPITAL CENTER,NY,11203,KINGS,16.3,10.6,13.6
330203,CROUSE HOSPITAL,NY,13210,ONONDAGA,14.1,12.4,13.9
330204,BELLEVUE HOSPITAL CENTER,NY,10016,NEW YORK,12.6,10.7,10.9
330205,ST ANTHONY COMMUNITY HOSPITAL,NY,10990,ORANGE,15.4,9.8,9.8
330208,ST JOHN'S RIVERSIDE HOSPITAL,NY,10701,WESTCHESTER,15.8,10.1,9.4
330211,CLAXTON-HEPBURN MEDICAL CENTER,NY,13669,SAINT LAWRENCE,15.6,10.5,12.4
330213,LEWIS COUNTY GENERAL HOSPITAL,NY,13367,LEWIS,15,12.3,10.3
330214,NYU HOSPITALS CENTER,NY,10016,NEW YORK,10.1,7.1,7.7
330215,"ROME MEMORIAL HOSPITAL, INC",NY,13440,ONEIDA,13.4,11.4,12
330218,OSWEGO HOSPITAL,NY,13126,OSWEGO,14.3,12,13.5
330219,ERIE COUNTY MEDICAL CENTER,NY,14215,ERIE,15.7,9.6,12.1
330221,WYCKOFF HEIGHTS MEDICAL CENTER,NY,11237,KINGS,13.7,9.5,10.9
330222,SARATOGA HOSPITAL,NY,12866,SARATOGA,16.7,10.7,11.1
330223,MASSENA MEMORIAL HOSPITAL,NY,13662,SAINT LAWRENCE,15.5,14.7,15.7
330224,BENEDICTINE HOSPITAL,NY,12401,ULSTER,13.5,11.3,10.9
330225,LONG BEACH MEDICAL CENTER,NY,11561,NASSAU,15.8,12.8,12.3
330226,UNITY HOSPITAL OF ROCHESTER,NY,14626,MONROE,14.2,14.1,9.2
330229,BROOKS MEMORIAL HOSPITAL,NY,14048,CHAUTAUQUA,Not Available,10.2,11.6
330231,QUEENS HOSPITAL CENTER,NY,11432,QUEENS,14.2,10.8,10.8
330232,SETON HEALTH SYSTEM-ST MARY'S CAMPUS,NY,12180,RENSSELAER,15.2,12.5,13.1
330233,BROOKDALE HOSPITAL MEDICAL CENTER,NY,11212,KINGS,16.3,11.2,11.5
330234,WESTCHESTER MEDICAL CENTER,NY,10595,WESTCHESTER,13.2,10.2,12.1
330235,AUBURN COMMUNITY HOSPITAL,NY,13021,CAYUGA,15.8,14.1,11.7
330236,NEW YORK METHODIST HOSPITAL,NY,11215,KINGS,15.8,10.2,10.4
330238,NICHOLAS H NOYES MEMORIAL HOSPITAL,NY,14437,LIVINGSTON,Not Available,11.8,9.9
330239,WOMAN'S CHRISTIAN ASSOCIATION,NY,14701,CHAUTAUQUA,18.2,11.4,11.9
330240,HARLEM HOSPITAL CENTER,NY,10037,NEW YORK,14.6,11.1,12.2
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,NY,13210,ONONDAGA,16.1,12.7,12
330245,ST ELIZABETH MEDICAL CENTER,NY,13501,ONEIDA,15.2,13.7,10.5
330246,ST CHARLES HOSPITAL,NY,11777,SUFFOLK,15.4,8.8,13.2
330249,"COMMUNITY MEMORIAL HOSPITAL, INC",NY,13346,MADISON,17.8,11.2,15.4
33024F,SYRACUSE VA MEDICAL CENTER,NY,13210,ONONDAGA,15.2,12.7,12.3
330250,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,NY,12901,CLINTON,13.7,10,11.1
330259,MERCY MEDICAL CENTER,NY,11570,NASSAU,14.3,11.8,15.3
330261,PHELPS MEMORIAL HOSPITAL ASSN,NY,10591,WESTCHESTER,12.9,13.6,12.3
330263,"CARTHAGE AREA HOSPITAL, INC",NY,13619,JEFFERSON,17.3,12.7,12.9
330264,ST LUKE'S CORNWALL HOSPITAL,NY,12550,ORANGE,15.6,9.6,11.9
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,NY,14432,ONTARIO,Not Available,12.9,11.5
330267,HUDSON VALLEY HOSPITAL CENTER,NY,10567,WESTCHESTER,14.7,11.6,10.8
330268,COBLESKILL REGIONAL HOSPITAL,NY,12043,SCHOHARIE,Not Available,9.5,11
330270,HOSPITAL FOR SPECIAL SURGERY,NY,10021,NEW YORK,Not Available,Not Available,Not Available
330273,PUTNAM HOSPITAL CENTER,NY,10512,PUTNAM,15.2,10.1,9.9
330276,NATHAN LITTAUER HOSPITAL,NY,12078,FULTON,17.3,14.5,13.3
330277,CORNING HOSPITAL,NY,14830,STEUBEN,15.6,10.9,10.7
330279,MERCY HOSPITAL,NY,14220,ERIE,15.7,11.2,12.1
330285,STRONG MEMORIAL HOSPITAL,NY,14642,MONROE,13.9,12.5,13.1
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,11795,SUFFOLK,14.1,9.6,12.6
330304,WHITE PLAINS HOSPITAL CENTER,NY,10601,WESTCHESTER,13.1,9.8,10.6
330306,LUTHERAN MEDICAL CENTER,NY,11220,KINGS,16.7,10.9,10
330307,CAYUGA MEDICAL CENTER AT ITHACA,NY,14850,TOMPKINS,14.1,15.6,13.3
330316,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,NY,10461,BRONX,15.1,9.2,13.5
330331,PLAINVIEW HOSPITAL,NY,11803,NASSAU,15.2,13.2,10.9
330332,ST JOSEPH HOSPITAL,NY,11714,NASSAU,16.6,10.8,11.3
330340,SOUTHAMPTON HOSPITAL,NY,11968,SUFFOLK,14.5,12.7,10.3
330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),NY,11203,KINGS,13.7,9.8,11.5
330353,FOREST HILLS HOSPITAL,NY,11375,QUEENS,14,11.9,11.8
330372,FRANKLIN HOSPITAL,NY,11580,NASSAU,14.6,12.2,11.7
330385,NORTH CENTRAL BRONX HOSPITAL,NY,10467,BRONX,Not Available,10.4,10.8
330386,CATSKILL REGIONAL MEDICAL CENTER,NY,12742,SULLIVAN,15.9,11.9,11.4
330393,UNIVERSITY HOSPITAL ( STONY BROOK ),NY,11794,SUFFOLK,13.3,8.9,11.6
330394,"UNITED HEALTH SERVICES HOSPITALS, INC",NY,13790,BROOME,14.8,15.5,13.7
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,NY,11691,QUEENS,15.5,12,11.2
330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,NY,11206,KINGS,17,9.6,12.1
330397,INTERFAITH MEDICAL CENTER,NY,11213,KINGS,17.6,11.7,12.2
330399,ST BARNABAS HOSPITAL,NY,10457,BRONX,17,9.4,13
330401,ST CATHERINE OF SIENA HOSPITAL,NY,11787,SUFFOLK,12,12.5,13.1
330403,MONROE COMMUNITY HOSPITAL,NY,14620,MONROE,Not Available,Not Available,Not Available
330404,WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL,NY,10605,WESTCHESTER,Not Available,Not Available,Not Available
330405,HELEN HAYES HOSPITAL,NY,10993,ROCKLAND,Not Available,Not Available,Not Available
330406,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,NY,12308,SCHENECTADY,Not Available,Not Available,Not Available
331301,"CUBA MEMORIAL HOSPITAL, INC",NY,14727,ALLEGANY,Not Available,Not Available,Not Available
331302,ELIZABETHTOWN COMMUNITY HOSPITAL,NY,12932,ESSEX,Not Available,11.2,10.6
331303,CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE,NY,12723,SULLIVAN,Not Available,Not Available,11
331304,MARGARETVILLE MEMORIAL HOSPITAL,NY,12455,DELAWARE,Not Available,Not Available,9.2
331305,O'CONNOR HOSPITAL,NY,13753,DELAWARE,Not Available,10.5,12.6
331306,MOSES-LUDINGTON HOSPITAL,NY,12883,ESSEX,Not Available,Not Available,13.6
331307,CLIFTON FINE HOSPITAL,NY,13690,SAINT LAWRENCE,Not Available,Not Available,11.4
331309,"RIVER HOSPITAL, INC",NY,13607,JEFFERSON,Not Available,Not Available,10.6
331310,ELLENVILLE REGIONAL HOSPITAL,NY,12428,ULSTER,Not Available,10,11.1
331311,LITTLE FALLS HOSPITAL,NY,13365,HERKIMER,Not Available,11.3,15.3
331312,"DELAWARE VALLEY HOSPITAL, INC",NY,13856,DELAWARE,Not Available,11.5,11.5
331313,"SCHUYLER HOSPITAL, INC",NY,14865,SCHUYLER,Not Available,12,12.5
331314,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,NY,14527,YATES,Not Available,12.9,12.3
340001,CAROLINAS MEDICAL CENTER-NORTHEAST,NC,28025,CABARRUS,13.2,11,10.3
340002,MEMORIAL MISSION HOSPITAL AND ASHEVILLE SURGERY CE,NC,28801,BUNCOMBE,14.5,13.7,9.8
340003,NORTHERN HOSPITAL OF SURRY COUNTY,NC,27030,SURRY,16.2,8.9,9.8
340004,HIGH POINT REGIONAL HOSPITAL,NC,27261,GUILFORD,15.1,11.5,12.3
340008,SCOTLAND MEMORIAL HOSPITAL,NC,28352,SCOTLAND,14.9,12,11.8
340010,WAYNE MEMORIAL HOSPITAL,NC,27534,WAYNE,19,11.5,12.2
340011,SPRUCE PINE COMMUNITY HOSPITAL,NC,28777,MITCHELL,14.7,12.7,12.9
340013,RUTHERFORD HOSPITAL INC,NC,28139,RUTHERFORD,16.3,14.4,12.7
340014,FORSYTH MEMORIAL HOSPITAL,NC,27103,FORSYTH,15.6,10.9,12.5
340015,ROWAN REGIONAL MEDICAL CENTER,NC,28144,ROWAN,16.2,11,15
340016,MEDWEST HARRIS,NC,28779,JACKSON,16,12,10.7
340017,MARGARET R PARDEE MEMORIAL HOSPITAL,NC,28791,HENDERSON,15.9,11.5,10.3
340020,CENTRAL CAROLINA HOSPITAL,NC,27330,LEE,15.4,11.3,16
340021,CLEVELAND REGIONAL MEDICAL CENTER,NC,28150,CLEVELAND,17.3,10.7,14.7
340023,PARK RIDGE HEALTH,NC,28792,HENDERSON,14.5,12.9,12.9
340024,SAMPSON REGIONAL MEDICAL CENTER,NC,28328,SAMPSON,16.4,9.5,11.2
340027,LENOIR MEMORIAL HOSPITAL,NC,28501,LENOIR,16.3,10.4,12.9
340028,CAPE FEAR VALLEY MEDICAL CENTER,NC,28302,CUMBERLAND,14.2,10.9,10.7
340030,DUKE UNIVERSITY HOSPITAL,NC,27710,DURHAM,14,12.2,11.1
340032,GASTON MEMORIAL HOSPITAL,NC,28052,GASTON,14.9,12.4,14.1
340036,FRANKLIN REGIONAL MEDICAL CENTER,NC,27549,FRANKLIN,Not Available,12.2,14.8
340037,KINGS MOUNTAIN HOSPITAL INC,NC,28086,CLEVELAND,14.7,13.7,14.8
340039,IREDELL MEMORIAL HOSPITAL INC,NC,28677,IREDELL,13.5,9.9,14.4
340040,VIDANT MEDICAL CENTER,NC,27835,PITT,15.4,11.9,13.6
340041,CALDWELL MEMORIAL HOSPITAL,NC,28645,CALDWELL,15.6,12.8,11.3
340042,ONSLOW MEMORIAL HOSPITAL,NC,28540,ONSLOW,16.5,11.1,14.6
340047,NORTH CAROLINA BAPTIST HOSPITAL,NC,27157,FORSYTH,16.2,11.8,14.1
340049,NORTH CAROLINA SPECIALTY HOSPITAL,NC,27704,DURHAM,Not Available,Not Available,Not Available
340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,NC,28359,ROBESON,16,8.6,10.9
340051,WATAUGA MEDICAL CENTER,NC,28607,WATAUGA,14.1,9.3,10
340053,PRESBYTERIAN HOSPITAL,NC,28233,MECKLENBURG,16.5,12.2,13.6
340055,VALDESE GENERAL HOSPITAL INC,NC,28690,BURKE,16.2,11.1,12.6
340060,MOREHEAD MEMORIAL HOSPITAL,NC,27288,ROCKINGHAM,15.7,11.3,11.7
340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,NC,27514,ORANGE,16.6,11.8,11.6
340064,WILKES REGIONAL MEDICAL CENTER,NC,28659,WILKES,15.1,13.1,11.7
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,NC,28472,COLUMBUS,15.8,12.6,12.6
340069,"WAKEMED, RALEIGH CAMPUS",NC,27610,WAKE,15.8,10.2,12.6
340070,ALAMANCE REGIONAL MEDICAL CENTER,NC,27216,ALAMANCE,14.3,14.6,12.1
340071,BETSY JOHNSON REGIONAL  HOSPITAL,NC,28334,HARNETT,14.7,9.2,8.6
340073,DUKE HEALTH RALEIGH HOSPITAL,NC,27609,WAKE,13.5,10.9,12.2
340075,GRACE HOSPITAL INC,NC,28655,BURKE,18.4,9.9,10.8
340084,ANSON COMMUNITY HOSPITAL,NC,28170,ANSON,Not Available,9.7,10
340085,THOMASVILLE MEDICAL CENTER,NC,27360,DAVIDSON,15.6,11.4,15.4
340087,THE MCDOWELL HOSPITAL,NC,28752,MCDOWELL,15.2,15.6,15.5
340090,JOHNSTON MEMORIAL HOSPITAL,NC,27577,JOHNSTON,16.8,9.8,14.4
340091,"MOSES H CONE MEMORIAL HOSPITAL, THE",NC,27401,GUILFORD,15.8,11.8,14.3
340096,LEXINGTON MEMORIAL HOSPITAL INC,NC,27293,DAVIDSON,14.1,10.7,11.8
340097,HUGH CHATHAM MEMORIAL HOSPITAL,NC,28621,SURRY,13.6,11.9,10.9
340098,CAROLINAS MED CENTER-MERCY,NC,28207,MECKLENBURG,15.2,12.1,10.7
340099,VIDANT ROANOKE CHOWAN HOSPITAL,NC,27910,HERTFORD,15,11.4,16.7
340106,SANDHILLS REGIONAL MEDICAL CENTER,NC,28345,RICHMOND,15,10.6,12
340107,VIDANT EDGECOMBE HOSPITAL,NC,27886,EDGECOMBE,17.1,11.9,19.3
340109,ALBEMARLE HOSPITAL AUTHORITY,NC,27909,PASQUOTANK,15.3,12.4,12.9
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,NC,28203,MECKLENBURG,15,12.2,14.2
340114,REX HOSPITAL,NC,27607,WAKE,14.1,9,8.1
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,NC,28374,MOORE,14.3,8.2,11.4
340116,FRYE REGIONAL MEDICAL CENTER,NC,28601,CATAWBA,15.8,12.6,14.9
340119,STANLY REGIONAL MEDICAL CENTER,NC,28001,STANLY,16.7,11.3,12.1
340120,VIDANT DUPLIN  HOSPITAL,NC,28349,DUPLIN,17.1,12.6,14.8
340123,RANDOLPH HOSPITAL,NC,27204,RANDOLPH,15.5,14.4,10.8
340126,WILSON MEDICAL CENTER,NC,27893,WILSON,16.8,11.8,14.7
340127,GRANVILLE MEDICAL CENTER,NC,27565,GRANVILLE,14.9,11.1,11.1
340129,LAKE NORMAN REGIONAL MEDICAL CENTER,NC,28117,IREDELL,15.8,11.2,13.2
34012F,DURHAM VA MEDICAL CENTER,NC,27705,DURHAM,17.3,12.6,11.4
340130,CAROLINAS MEDICAL CENTER-UNION,NC,28110,UNION,15.3,11.6,11.2
340131,CAROLINA EAST MEDICAL CENTER,NC,28560,CRAVEN,15.2,11.8,13.7
340132,MARIA PARHAM MEDICAL CENTER,NC,27536,VANCE,14,10.2,12.1
340133,MARTIN GENERAL HOSPITAL,NC,27892,MARTIN,16.2,9.1,13.8
